OBJECTID,Have_you_been_interviewed_about_shark_bite_offs_before,How_many_times_have_you_fished_from_this_boat_ramp_before,How_many_days_have_you_fished_from_a_boat_this_year,How_many_years_have_you_been_fishing_for,Home_postcode,What_is_your_income_before_tax,Guid,GlobalID,CreationDate,Creator,EditDate,Editor,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY ,Male or Female,Describe party,Boat length,Boat Type ,Boat name or number
89,Yes,2,20,25,6232,$78 000-$103 999,e0255ab4-2ef7-4bce-aa2f-5e0358ff199f,0bd6a2db-a938-4198-94cd-4409a6c6e976,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
90,Yes,,,,,,4e384cbd-b1bb-45bf-8ea1-66b906636fa3,b5e0e15d-c16a-409b-a6c8-3fc6ba3079fd,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
91,Yes,11,7,28,6071,,4e384cbd-b1bb-45bf-8ea1-66b906636fa3,b844d566-46c5-441f-a744-be7be31e2a60,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
92,No,1,1,30,6071,,3121a909-ede5-4ab5-8fd8-d96db3c712a7,0c03b27c-c2a8-4578-a1cd-5b43d7f98214,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
93,Yes,8,40,40,Perth bindoom ,$78 000-$103 999,6ce8fce2-e659-4f24-8c7e-ebfbb53b7ad8,b20a5cd8-d235-479e-a2ad-20a2f26b8ac4,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
94,No,10,5,15,6701,$78 000-$103 999,db446d31-802e-45b9-bd3e-5e050b5c880e,abd316fb-ac51-4eb7-af9d-9e87f70fc877,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
95,No,100s,20,40,6701,$78 000-$103 999,28753004-e257-406b-9a1b-b35dafa23e91,d1ccdb26-dacb-4590-9a28-03a60e5049fa,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
96,Yes,30 years,13,30,6701,$26 000-$51 999,f4ec2997-fda4-4937-a1a5-feb84d2ec605,09d23e73-5cd7-49b6-ad1b-f2e8ef7fcc63,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
97,No,100s,6,45,6701,$78 000-$103 999,ded496d5-9114-4e3b-adb5-bd16244ada27,0f09e65a-5254-4bcd-b088-103f4d5e9f50,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
98,Yes,50,7,50+,6166,,83539705-c4bc-46a1-b8dd-6215f6a5a36a,e45ed295-fcda-4b84-a775-6d38f5d62b14,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
99,No,8,1,,6701,,eddb9eb1-e00d-46b3-929d-1dd85aa44a23,020ff21b-4dd0-430a-9fb6-981a332f1376,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
100,Yes,100s,15,50,6701,$104 000-$155 999,9a147705-cf13-4976-ba21-2b254c520b24,6502df72-b1a9-413f-80f5-959ec3bc93be,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
101,Yes,10,5,30,6701,$104 000-$155 999,763dacc8-0d9a-4a05-b29f-b0732c5f9563,83745c84-eb15-4826-b64a-b6191903bc23,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
102,Yes,100s,31,55,6701,$26 000-$51 999,0c805a23-66e4-4de2-92d3-f420401e3967,355ae564-a743-4cd9-9c9a-0e329ca17d6c,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
103,No,100s,12,12,6701,$78 000-$103 999,4adcdc4c-e0aa-4665-ba15-a52fb3fe52a6,b205bd99-649c-45cf-9193-6dbb77960bb5,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
104,Yes,21,3,60,Monkey mia,Nil or Negative,7dab0cfd-1676-469c-b300-25c9a3a3dbbb,effab36b-2b75-40bf-b307-333e194c5a3b,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
105,Yes,52,3,55,6514,Nil or Negative,998b5b2a-8f8c-4479-b7a3-c9d00c2ea49a,81016e06-e13f-4e6e-a6db-64371a591d06,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
106,Yes,3,21,25,6232,$78 000-$103 999,1d690f9f-6dc1-427d-9391-d942a41f97eb,2402f4b2-14e9-4ead-a488-d2818be5b17f,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
107,No,Plenty ,2,45,6071,Nil or Negative,9aabc6a7-713b-48da-9a07-9a4d107bfbde,14d9d0d6-62d0-47dc-bd9e-59dd048a9d44,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
108,Yes,100+,100+,35,6071,,ec909df4-522c-40be-ab94-0eea8d0de4cf,7a3544a4-db2b-47c3-88ad-0af54dcd3560,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
109,No,100+,10,45,6071,,f27280b3-6d3b-4d9f-be20-121443ce6955,98192568-ad17-4c7e-8074-a7910b5e226b,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
110,No,50+,5,30,0810,,843d20e5-0e9c-49a2-9162-ad6d98c4f996,426e85be-9c34-45f8-a7e2-5e059e11e4ea,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
111,Yes,31,9,60,6233,$52 000-$77 999,bb5e26dd-8abb-4b40-94bf-45ac54b16f4e,230d56a3-897a-4f5c-aed7-729e1467c08b,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
112,Yes,53,4,55,6514,Nil or Negative,ecb0c9cf-7271-4c52-8b77-b5c0271a9a98,a40aba70-a05a-427b-b0e3-a3a9447d229e,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
113,No,7,40,40,"Perth, bindoon",$78 000-$103 999,1a29804c-5561-48fa-8b6a-65480f221605,21fb92ed-fa26-4e7c-8c40-15452fe4a915,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
114,No,1,3,55,Travelling ,,c52768d5-8fd1-4c4e-82bb-ff6ae917d91a,6ea8eef3-fc57-40b7-ad12-d0589dca67e2,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
115,Yes,6,6,50,6071,,2fc3a90f-18f4-46fa-8d12-57acab834352,2b887a15-13fe-425f-b315-291ba03eabed,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
116,Yes,32,5,50,6230,$26 000-$51 999,848b38f4-dace-4ed4-a270-998859045ee7,126b2047-681c-445b-9d35-ad7a10af1817,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
117,No,4,15,50,6210,$26 000-$51 999,eb5ba2fe-1145-4ca4-a3cc-7b35db9178f0,d673bc0a-4451-47ac-b12d-6cd17f9d06c5,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
118,Yes,9,41,40,Perth bindoom ,$78 000-$103 999,f3db4c1e-0251-4463-94e7-21f7f6381cd9,a3735286-4adf-4516-b1a1-89b5b62aef67,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
119,No,100s,20,40,6701,$78 000-$103 999,c59010dc-91c4-460d-9d54-0e5a43b910fb,8f6345b6-1c04-43a9-8c4d-64568ad73e0a,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
120,Yes,11,82,55,6330,$52 000-$77 999,6684b9dd-fad1-41c9-a627-fd1991b30e58,5a415c95-f097-4ef7-9cd7-d4841afa534c,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
121,No,Heaps,5,25,6701,$52 000-$77 999,7264dd11-76bd-4ce2-ad94-3e26043df516,b2063620-422c-4414-9122-ddbe80822e1b,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
122,Yes,40,10,30,6701,$78 000-$103 999,9e22503d-671d-41ec-af32-60797fc9a0a9,ae822442-60d5-4e32-b152-2542dc48519c,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
123,Yes,52,41,55,6701,$52 000-$77 999,ef6a10e8-1289-416b-98e5-43b2be143581,b1c6478a-d471-42ae-91c6-f94688752151,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
124,Yes,51,8,50+,6166,$52 000-$77 999,85f1a97e-c123-4067-bbbe-195c3bf7731d,ece64330-5708-4aab-a6d4-2860951c7fd0,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
125,No,50,5,15,6701,$1-$25 999,d351058f-26f7-43cc-adca-ef453110e94a,cbbd37a1-899c-4921-b128-e359b1e74ea1,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
126,Yes,17,12,45,6701,$78 000-$103 999,8a2c3d9a-992b-4010-b9bb-faba18b4a001,54a7e411-ebab-45d4-ac0e-f2d2d3c8bc65,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
127,Yes,21,3,60,Mandurah ,$26 000-$51 999,8dd28407-6868-461b-a150-1fec710fbb0c,40ef4360-f3bc-426f-bc69-dbb21c0922b7,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
128,No,1,3,50,6320,$26 000-$51 999,04dc79ce-166b-4c55-8a9f-744d925cd7d5,20a30d85-d28f-4e11-adf4-9c997d3a398b,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
129,No,2,40,40,6701,$26 000-$51 999,4542fa0f-d788-461c-8f20-94f1f1895e3e,6c3e17b0-8c60-4a6e-8d52-3e1517fe9054,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
130,No,5,1,25,6701,$52 000-$77 999,72ba4078-6e71-4def-850e-c8f73b9ed747,37304f81-3206-4182-8068-b2915c972ffd,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
131,No,100s,20,30,6701,$78 000-$103 999,99e3e33c-1785-4fc0-8027-179f4443f5dc,56737292-283a-4e56-96b5-f52580bc48bf,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
132,No,2,5,50,6071,Nil or Negative,c6331337-060b-42ac-9ebc-1a1a2700a35e,7c127980-bdfa-4429-b16f-6a4f3c7e7dc8,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
133,No,2,12,40,6175,$78 000-$103 999,a4f8cd8e-5e21-4cb0-a1e7-80667abb018c,ee03fa17-333a-4ba7-a1e4-c4e84397cf18,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
134,Yes,42,7,60,6210,Nil or Negative,c7bfddff-c466-4c1e-9e16-c8d55a501617,27b4c474-b5be-4ac9-b5e6-6aafbcd6be25,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
135,Yes,2,2,30,6071,Nil or Negative,4277cdbf-9786-4f32-ad89-9ca35dfc4cad,f6813778-accf-49d2-b39c-9d5871d938a0,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
136,No,50+,4,60,6071,Nil or Negative,b15a076f-439c-452f-80ee-c07261f35f8c,dc7417dd-a0ca-40ae-8d9f-0a956bbe4bb8,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
137,No,12,4,60,6071,Nil or Negative,40fd014c-8b0e-41bc-a0a9-d81d7373cc33,58b0f283-2238-42b3-a1dd-b3360a41802f,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
138,No,30,3,60,6071,Nil or Negative,c4b5aac9-b0f5-45e0-aa7c-83b6eb75af68,57dcaa12-c220-42c3-bf57-101943f1d56a,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
139,No,1,5,55,6220,Nil or Negative,94139f28-cf13-49f6-9640-9a7df41a4f4a,c2a5a3dc-9711-4f9a-838a-0f4a30683eb2,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
140,Yes,41,8,55,6164,Nil or Negative,55ade869-71d0-4b18-bab6-e6eb20a3cccf,5bade41a-5d93-4711-b35b-b0059342225e,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
141,Yes,4,19,2,6230,$78 000-$103 999,d64953e3-d31e-451c-b6d6-30097ddc604d,1e3ae67b-bf29-4771-bffe-47df6e2a19bc,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
142,No,100+,1,35,6071,,341c632d-0663-40de-b631-393c5724e90e,cd961d05-96dd-41f0-9ecc-e426c288edff,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
143,Yes,100+,45,35,6701,Nil or Negative,e492a0aa-4d8f-4858-b758-2f57bb28b266,a791a852-1565-4589-af6d-a4f702a23eb9,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
144,Yes,12,8,27,6701,,5afb0b40-da34-4119-8e21-f5966abd3e1f,71b8adb0-efcf-44b8-a80c-139b150093e0,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
145,Yes,100+,30,45,6071,Nil or Negative,0f572433-f586-40f1-9c1f-949f733afdd0,47652e26-25c2-44ef-b2ff-3ba30c36b0dc,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
146,No,100+,8,45,6071,,600778d0-a91f-4499-97b8-f449f1ca03b3,c73736fa-b5ec-46b7-9ef4-67ab27e10489,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
147,No,,,30,6071,,a206e1a1-be87-4ae7-a5bd-e5a93e7d15fd,02df2c1d-c32f-44ef-b547-32d6086daf0e,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
148,Yes,6,11,50,6211,$52 000-$77 999,5786f362-fab3-4f3d-a743-591bf8226f45,1a6d9fb0-01eb-4fe4-976b-3b55bbd005a5,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
149,Yes,100s,31,45,6701,$78 000-$103 999,4c0dd701-953c-40c2-a778-5c8ddd47e086,ae0c1a13-861b-4dc2-8044-1f17805bb151,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
150,Yes,2,3,55,Traveling ,,8126c228-28e9-437a-9073-bea91b559e56,f2ad66cd-fafb-4cc6-b9b9-f61003d3c04a,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
151,Yes,100s,20,40,6701,$78 000-$103 999,17ec051b-af2d-4fae-8285-e5505cd791e7,2da074f3-bec1-40b5-8208-018b06784ae7,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
152,No,100s,20,40,6701,$104 000-$155 999,1a375d6c-2146-47fd-98b4-319ebb5a425f,ab3c54c5-e6c3-4a3a-917a-8cb98ffc889d,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
153,No,100s,20,35,6701,$52 000-$77 999,9f97daf7-084e-49e8-9395-a96fb3c89a7f,eb0711f2-6209-4bec-8311-b97a301ba225,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
154,Yes,53,42,55,6701,$52 000-$77 999,d550346d-caad-481a-b4af-45941ebc1994,64e84553-edef-44d8-a034-f5c666584526,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
155,No,1,50,20,6044,$78 000-$103 999,fa9084e7-8707-445d-8142-59e4b20494ea,a2cf35b7-d72b-4c30-b9aa-ed786ee83c91,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
156,Yes,100s,13,15,6701,$78 000-$103 999,8c3dfd4a-d340-48b2-b45e-f5a44e52e6fc,0685d07a-e4de-4075-9ef9-c4e817e790d3,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
157,Yes,100s,32,55,6701,$26 000-$51 999,a34bf9a1-ea49-48e9-8a95-944432e38e89,58006db7-9472-40a6-abc8-b2ddce0269be,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
158,Yes,51,11,65,6701,$1-$25 999,e474cdce-4942-4166-9780-570a5072d75f,43a5bf53-9b37-4c15-9f07-99d0a2d0910e,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
159,No,2,170,35,6035,$104 000-$155 999,d2f7d547-c49d-4214-8431-44a3a6203498,f83b6a06-4513-4f7c-aebe-c3f940c3aaa7,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
160,No,100s,20,55,6023,$26 000-$51 999,6d9b574d-60bc-4953-b586-a40a707f2e4a,a4a6f915-9ddf-42ac-848c-dafb055fb6d6,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
161,Yes,4,16,25,6450,$156 000-$207 999,86f9b6ab-b975-4808-b509-b040e56b3d11,7bf533fc-4a28-4c2b-9487-97b0cd6f6fbe,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
162,Yes,100+,12,30,6701,$26 000-$51 999,3b103c9f-cf85-4530-b15a-40add38685f7,af3b00fd-f6d7-4c78-8c07-1bbb993a1fd9,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
163,No,100s,30,20,6701,$78 000-$103 999,97ffc869-d12f-4fd0-808c-e92f5fcf422b,51261ab0-6688-4c32-9805-f4b564316ddc,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,8/7/2018 1:17:23 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
164,,,,,,,,3211089f-edc2-41c6-a4fb-c68df65facd9,9/25/2020 5:20:40 AM,Harrison.Carmody_UWA,9/25/2020 5:20:40 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
165,,,,,,,,6359106d-3c74-4b2a-a401-868127f95303,9/25/2020 7:02:39 AM,Harrison.Carmody_UWA,9/25/2020 7:02:39 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
166,,,,,,,,70473b0b-1bc6-4dde-8114-7bb2fd950e13,9/25/2020 11:52:01 AM,Harrison.Carmody_UWA,9/25/2020 11:52:02 AM,Harrison.Carmody_UWA,,,,,,,,,,,,,,,,
167,,,,,,,,1daab9e5-8d34-442c-ac87-d065c970f9fd,9/25/2020 12:43:06 PM,Harrison.Carmody_UWA,9/25/2020 12:43:06 PM,Harrison.Carmody_UWA,Dummy,Dummy,,,DM,,,,,,,,,,,
168,,,,,,,,e6606bff-c323-4fa4-a36b-360ac87617f8,9/26/2020 2:27:22 AM,Harrison.Carmody_UWA,9/26/2020 2:27:22 AM,Harrison.Carmody_UWA,,,Dummy,,,,,,,,,,,,,
169,,,,,,,d34f2c00-f23f-42c8-9656-4568b928b887,9df35f8e-3c80-4a43-a14d-6fe4e568d6b9,9/26/2020 7:49:56 AM,Harrison.Carmody_UWA,9/26/2020 7:51:42 AM,Harrison.Carmody_UWA,1,,20years,,,,1969,6175,Exmouth,,,Female,Couple,5,F,ITQZ967
170,,,,,,,fcfaacd7-c26f-4732-9681-36d03cfb0727,7437c47f-1d60-4dfa-bac0-0bad44aa6d1e,9/26/2020 8:23:45 AM,Harrison.Carmody_UWA,9/26/2020 8:23:45 AM,Harrison.Carmody_UWA,2,,15,,None,,1994,6107,Exmouth,,,Female,Couple,4,F,
171,,,,,,,10ae4c1a-7d2e-4f99-9011-e9b5c47581fa,ac42fb3a-e2e3-44fb-b97c-2bef2107c875,9/26/2020 8:49:26 AM,Harrison.Carmody_UWA,9/26/2020 9:11:41 AM,Harrison.Carmody_UWA,15,1,30,,None,,1990,6018,Exmouth,,,Female,"4 young women and one dude. Dude was a resident who owned boat, I interviewed one of the chicks. ",4,E,
172,,,,,,,01bef38c-5079-4893-bd68-4ed3815e8968,f4bce80a-9f77-455a-aabe-5428f8a29114,9/26/2020 9:25:40 AM,Harrison.Carmody_UWA,9/26/2020 9:25:40 AM,Harrison.Carmody_UWA,10,10 swimming fro. Boat ,9 ,,None,,1991,,,,,Female,"2 f , 1 m out drinking",6,G,
173,,,,,,,cf1378ae-5981-4ed6-b8e9-795143581f32,6de191a4-8921-4747-8c7b-79ccb3e93584,9/26/2020 9:41:38 AM,Harrison.Carmody_UWA,9/26/2020 9:42:39 AM,Harrison.Carmody_UWA,9,,21,,OW,,1999,6033? Bunbury ,Exmouth,,,Male,2 young guys with his parents ,4,F,
174,,,,,,,8c9270f3-2eb2-46ba-9d64-90c99a40b8e2,adcdc923-cf1a-45cc-841e-ae37a3ce9e57,9/26/2020 9:53:32 AM,Harrison.Carmody_UWA,9/26/2020 9:53:32 AM,Harrison.Carmody_UWA,50,,1,,,,1993,,,,,Female,Couple,4,F,
175,,,,,,,ad14b645-c061-442e-a607-12fc9c56bcc8,b478d126-3f87-43bc-ab49-937afe9aa57c,9/26/2020 10:19:21 AM,Harrison.Carmody_UWA,9/26/2020 10:19:21 AM,Harrison.Carmody_UWA,20,,24,,None,,1990,Wanaroo,,,,Male,"1 kid, 2 f, 5m ",6,G,
177,,,,,,,d2196e03-40c0-4a9d-a5d7-92233f4ba8b3,8a64f6df-e26f-43ac-a9a3-38aa1a591728,9/26/2020 8:28:55 AM,Harrison.Carmody_UWA,9/26/2020 8:28:55 AM,Harrison.Carmody_UWA,50,,Whole life,,None,,1982,Exmouth,,,,Female,2 friends both female,6,F,
178,,,,,,,dc844f7b-f19e-4c58-9743-141cfd9f68b7,2a82d3ad-dc72-4feb-81a1-4cd88c4a14c4,9/26/2020 8:56:33 AM,Harrison.Carmody_UWA,9/26/2020 9:03:13 AM,Harrison.Carmody_UWA,15,15,Whole life,,None,,1968,Dalkeith,,,,Male,2 males,8,G,
